log_file,date,compute_system,file_system,application,shared_or_fpp,read_or_write,md5
glock_hacc_io_read_id6463852_8-22-9884-14021054666757839364_1.darshan,2017-08-22,cori,cscratch,hacc_io_read,fpp,read,7601d0703a3ce4c60a0b53a520cc7d56
glock_ior_id7021226_8-22-9928-12324728235279179725_2.darshan,2017-08-22,edison,scratch1,ior,fpp,read,c246502d2dd49cca307b5c029e351a16
glock_vpicio_uni_id6463852_8-22-9956-16542868253076426130_1.darshan,2017-08-22,cori,cscratch,vpicio_uni,shared,write,2edc769b766ea9b89b6798307d368408
glock_hacc_io_write_id6463846_8-22-9994-16914091224467964902_10.darshan,2017-08-22,cori,bb-shared,hacc_io_write,fpp,write,f8b2f6df936a6703dc3324bbdb755b2f
glock_hacc_io_write_id7021226_8-22-9994-11484704860819076789_2.darshan,2017-08-22,edison,scratch1,hacc_io_write,fpp,write,a321ff08d325f5ba8dd6e443125e40dc
glock_hacc_io_read_id6463846_8-22-10075-15203637093133479279_9.darshan,2017-08-22,cori,bb-shared,hacc_io_read,fpp,read,2e6ea307e4593add4e21617a5ed74ad0
glock_hacc_io_read_id7021226_8-22-10077-8597984370763989641_2.darshan,2017-08-22,edison,scratch1,hacc_io_read,fpp,read,980297a9876171c0daec571dd8d16006
glock_dbscan_read_id6463852_8-22-10132-10648614748113092284_1.darshan,2017-08-22,cori,cscratch,dbscan_read,shared,read,a93c8e47bf369742bbe17f7796644285
glock_vpicio_uni_id7021226_8-22-10146-2440374686967498398_1.darshan,2017-08-22,unknown,_unknown,vpicio_uni,shared,write,a93317ebdf53fd8b6f7d19516703251f
glock_vpicio_uni_id6463846_8-22-10151-3269129791287122485_2.darshan,2017-08-22,cori,bb-shared,vpicio_uni,shared,write,95113d70b87950106283b8be43c8d11f
glock_dbscan_read_id6463846_8-22-10228-2487787218200343276_3.darshan,2017-08-22,cori,bb-shared,dbscan_read,shared,read,9ebf635124b9be2538d936564c25a6d9
glock_ior_id6463847_8-22-10509-7877938830412529541_12.darshan,2017-08-22,cori,bb-private,ior,fpp,write,6277bcaf170a3cad1a73232ff9c30282
glock_ior_id6463847_8-22-10591-12608002356888896993_10.darshan,2017-08-22,cori,bb-private,ior,fpp,read,f065df36ce295f2a5de45e6bf1debdfc
glock_hacc_io_write_id6463847_8-22-10673-13354303604793035040_10.darshan,2017-08-22,cori,bb-private,hacc_io_write,fpp,write,61a06f84ad9406377efe8827a85196d1
glock_hacc_io_read_id6463847_8-22-10771-914485556208410491_9.darshan,2017-08-22,cori,bb-private,hacc_io_read,fpp,read,7eb7044b252b805e7e07755015ef0acd
glock_ior_id7021227_8-22-10967-9598239637030793549_1.darshan,2017-08-22,edison,scratch2,ior,shared,write,8e08c0b3fc6078400f4d59de47775e5a
glock_ior_id7021227_8-22-11030-5703759579605157468_1.darshan,2017-08-22,edison,scratch2,ior,fpp,write,a0952701dc20e99dca1d74cd0a84763c
glock_ior_id7021227_8-22-11122-9385227376668337693_1.darshan,2017-08-22,edison,scratch2,ior,shared,read,da49176cda1aee5ed9e38e6e9fb35498
glock_ior_id7021227_8-22-11373-4283824507925252023_2.darshan,2017-08-22,edison,scratch2,ior,fpp,read,65b551b48cf5f28680ffcae380e7b68c
glock_ior_id7021228_8-22-11406-9754394406933647561_1.darshan,2017-08-22,edison,scratch3,ior,shared,write,333f372903fdb248d390daef46dce0fb
glock_hacc_io_write_id7021227_8-22-11443-2415218198328307932_2.darshan,2017-08-22,edison,scratch2,hacc_io_write,fpp,write,87f0323fe37bdc78dc95f2d71492bb9b
glock_ior_id7021228_8-22-11452-7002278332859363935_1.darshan,2017-08-22,edison,scratch3,ior,fpp,write,ee2b8fcce87d9ef0c524ee1fe6bb7a78
glock_ior_id7021228_8-22-11500-142310562999354096_1.darshan,2017-08-22,edison,scratch3,ior,shared,read,7c520cce423d0f73b7a8d58607a3434a
glock_hacc_io_read_id7021227_8-22-11545-7343926179771290439_1.darshan,2017-08-22,edison,scratch2,hacc_io_read,fpp,read,c1d86ac0166eb8571de8524d8ef0ce4f
glock_vpicio_uni_id7021227_8-22-11612-6672284213956609912_1.darshan,2017-08-22,unknown,_unknown,vpicio_uni,shared,write,8d38bb58f1aeaf912afb1bf548038702
glock_ior_id7021228_8-22-11681-8825170432416054046_1.darshan,2017-08-22,edison,scratch3,ior,fpp,read,44fdadeb4472e95fce4a3538bb537249
glock_hacc_io_write_id7021228_8-22-11726-8823809485070159453_1.darshan,2017-08-22,edison,scratch3,hacc_io_write,fpp,write,1c65bf9a4b797560956ca9f12c5bd944
glock_hacc_io_read_id7021228_8-22-11776-1767294877646055768_1.darshan,2017-08-22,edison,scratch3,hacc_io_read,fpp,read,131a3799f8ada7f422ff33adcfc062fb
glock_vpicio_uni_id7021228_8-22-11823-2772933435576132782_1.darshan,2017-08-22,unknown,_unknown,vpicio_uni,shared,write,11646e2d8d7334abc8b926b93e5ca4ef
crusher_ior_id1206401_8-22-78064-3206827188277959698_1.darshan,2017-08-22,mira,mira-fs1,ior,shared,write,7915dbcfd31a96c5c382dbac03ecb3ed
crusher_ior_id1206401_8-22-78224-10124406863392336787_2.darshan,2017-08-22,mira,mira-fs1,ior,fpp,write,4cd185aa088f854dbeaf213f2cff427e
crusher_hacc_io_write_id1206401_8-22-78301-17351692967874117564_2.darshan,2017-08-22,mira,mira-fs1,hacc_io_write,fpp,write,379fd1ffe782504ab444f28954605caf
crusher_vpicio_uni_id1206401_8-22-78406-4517502571710610097_1.darshan,2017-08-22,mira,mira-fs1,vpicio_uni,shared,write,3eca65caf10bfc63bf5f4282d76ea22b
crusher_ior_id1206401_8-22-78522-8693744713245644919_1.darshan,2017-08-22,mira,mira-fs1,ior,shared,read,3dff1b4527889f96089c40c5b68fce79
crusher_ior_id1206401_8-22-78726-703709269427228501_2.darshan,2017-08-22,mira,mira-fs1,ior,fpp,read,51e1e9bc0f62f125c6f59fdd3a218d80
crusher_hacc_io_read_id1206401_8-22-78817-12428882493985168820_2.darshan,2017-08-22,mira,mira-fs1,hacc_io_read,fpp,read,9ad51d37b1bfcce5acaf1243ac3591e3
crusher_dbscan_read_id1206401_8-22-79048-9994923548124163418_3.darshan,2017-08-22,mira,mira-fs1,dbscan_read,shared,read,fb44da7fb641fe4d4604439424fab81b
glock_ior_id6477755_8-23-7309-3274619275140626668_1.darshan,2017-08-23,cori,cscratch,ior,shared,write,5e0253fe60d8104e70f220a39b3fbf12
glock_ior_id6477749_8-23-7318-14876987926315556127_2.darshan,2017-08-23,cori,cscratch,ior,shared,write,a765e0b8f06c7f842beb267ea9cee6d0
glock_ior_id6477751_8-23-7366-7476388869340664386_1.darshan,2017-08-23,cori,bb-shared,ior,shared,write,5ded46ba03fddeae235f2fdda2172f71
glock_ior_id6477755_8-23-7381-7184053379293099376_1.darshan,2017-08-23,cori,cscratch,ior,fpp,write,2f2cadb3b3dcc97afbd4b65948ab1a84
glock_ior_id6477749_8-23-7401-11949173598349983086_11.darshan,2017-08-23,cori,cscratch,ior,fpp,write,eca3d534f6836ad54735fe29f08cab15
glock_ior_id6477751_8-23-7424-10065400950169164010_1.darshan,2017-08-23,cori,bb-shared,ior,shared,read,91a6f4c005ed23a3d2bb10780284eb5a
glock_hacc_io_write_id6477751_8-23-7464-4584112788551321147_1.darshan,2017-08-23,cori,bb-shared,hacc_io_write,fpp,write,5e0543f78dcd2074551af2b1120fe224
glock_ior_id6477755_8-23-7482-2375839037081170174_1.darshan,2017-08-23,cori,cscratch,ior,shared,read,a6a69def78c4a57dea853f438454fa24
glock_hacc_io_read_id6477751_8-23-7517-347867632549464534_1.darshan,2017-08-23,cori,bb-shared,hacc_io_read,fpp,read,c61df9175dad73ee6b2110a18a8c417c
glock_ior_id6477749_8-23-7545-16914110790693909257_3.darshan,2017-08-23,cori,cscratch,ior,shared,read,f5c5152daaa914c546c52f2c1023a860
glock_vpicio_uni_id6477751_8-23-7562-13877616333689595457_1.darshan,2017-08-23,cori,bb-shared,vpicio_uni,shared,write,e60014b2d418d6cbbd37ba102bc11eb3
glock_dbscan_read_id6477751_8-23-7618-16305151923574889049_1.darshan,2017-08-23,cori,bb-shared,dbscan_read,shared,read,13ffbf87bdcccb7c31a99f55f093ec10
glock_ior_id6477753_8-23-7705-4025784535142820306_1.darshan,2017-08-23,cori,bb-private,ior,fpp,write,6a061b59bdd0dbed3d54e1af60cccb22
glock_ior_id6477755_8-23-7723-7916036469833372708_6.darshan,2017-08-23,cori,cscratch,ior,fpp,read,96c5f015f91dea5f0b2db505e1d645a3
glock_ior_id6477749_8-23-7744-15102546346290063543_9.darshan,2017-08-23,cori,cscratch,ior,fpp,read,1abbbdea846bf75d9fecf57c24cef0b1
glock_ior_id6477753_8-23-7761-14942319975772040961_1.darshan,2017-08-23,cori,bb-private,ior,fpp,read,20f2469ed11f03aadf990cf1e88493a6
glock_hacc_io_write_id6477753_8-23-7834-12989501498672361008_12.darshan,2017-08-23,cori,bb-private,hacc_io_write,fpp,write,c23baa108daffcd881068e898797dd07
glock_hacc_io_write_id6477749_8-23-7874-13893123480225002984_12.darshan,2017-08-23,cori,cscratch,hacc_io_write,fpp,write,52d2d54dec3bc1cabf99322168d6d4e4
glock_hacc_io_write_id6477755_8-23-7895-12229947294784131577_17.darshan,2017-08-23,cori,cscratch,hacc_io_write,fpp,write,bea6c92ce0557127fa4e87aeeea829af
glock_hacc_io_read_id6477753_8-23-7900-17846981490345049100_1.darshan,2017-08-23,cori,bb-private,hacc_io_read,fpp,read,efb9bd62ac6523bab0e6d1725ab10604
glock_hacc_io_read_id6477749_8-23-7969-9439901829161885121_10.darshan,2017-08-23,cori,cscratch,hacc_io_read,fpp,read,d50cedc767c3708e1191e862c22dabf0
glock_hacc_io_read_id6477755_8-23-7988-7189419612791458338_1.darshan,2017-08-23,cori,cscratch,hacc_io_read,fpp,read,f286390e36b64355a507c8cc33a436d8
glock_ior_id7026541_8-23-8002-2270696622930021287_1.darshan,2017-08-23,edison,scratch1,ior,shared,write,61e5f10df96a3afe4e84d5e621d73462
glock_ior_id7026541_8-23-8060-8451690040387422717_2.darshan,2017-08-23,edison,scratch1,ior,fpp,write,89e109fa96a929dd00a64ae0f4e9baa8
glock_vpicio_uni_id6477755_8-23-8072-14739537905709011259_1.darshan,2017-08-23,cori,cscratch,vpicio_uni,shared,write,c6718550f154c8641d42e4acd2d1b1ac
glock_vpicio_uni_id6477749_8-23-8075-2355909033325396982_3.darshan,2017-08-23,cori,cscratch,vpicio_uni,shared,write,4b4b1077dc74fbca1437b31817d0cfe4
glock_ior_id7026541_8-23-8133-1562935252898530734_1.darshan,2017-08-23,edison,scratch1,ior,shared,read,e15a29e5556816898e0d0edcbc798c0f
glock_dbscan_read_id6477755_8-23-8281-3696023181175569706_1.darshan,2017-08-23,cori,cscratch,dbscan_read,shared,read,b597fa8a8b9043fb454fc7d063c0daa3
glock_ior_id7026542_8-23-8302-10598889554261111802_1.darshan,2017-08-23,edison,scratch2,ior,shared,write,8835155486f139718d6220f6b0b4b7dc
glock_ior_id7026541_8-23-8392-12784686350942916114_1.darshan,2017-08-23,edison,scratch1,ior,fpp,read,6ee657ba39c4a9db70199893bb00883e
glock_dbscan_read_id6477749_8-23-8411-14453146574086374874_3.darshan,2017-08-23,cori,cscratch,dbscan_read,shared,read,cac4187f9a887d0f94fb268dded0d95d
glock_ior_id7026542_8-23-8429-17340329758466945891_1.darshan,2017-08-23,edison,scratch2,ior,fpp,write,62035b14a20727fdc0d7bdd2f9f496fe
glock_hacc_io_write_id7026541_8-23-8447-14443861753746708047_1.darshan,2017-08-23,edison,scratch1,hacc_io_write,fpp,write,ae2fabf41f6e0ff745b456b805a3f9d0
glock_hacc_io_read_id7026541_8-23-8519-16410594896394766634_1.darshan,2017-08-23,edison,scratch1,hacc_io_read,fpp,read,0cb534f45375ecb44e595a36ef8079b9
glock_ior_id6477745_8-23-8567-3070274193483149881_2.darshan,2017-08-23,cori,bb-shared,ior,shared,write,db17a9d3cad8d26af6209be903db294b
glock_vpicio_uni_id7026541_8-23-8585-1182245163260551372_1.darshan,2017-08-23,edison,scratch1,vpicio_uni,shared,write,f4569a2eb3d4336e93c48416017c406d
glock_ior_id7026542_8-23-8605-10006667530646704282_1.darshan,2017-08-23,edison,scratch2,ior,shared,read,b12408d238c99c65c717cb2a6f21d5c0
glock_ior_id6477745_8-23-8690-3654073715546401671_3.darshan,2017-08-23,cori,bb-shared,ior,shared,read,8ee0bcc6e3a0441337fa6faef32f45c4
glock_dbscan_read_id7026541_8-23-8701-4921345513378935335_1.darshan,2017-08-23,edison,scratch1,dbscan_read,shared,read,958372019344f15d159027cf873ec6d5
glock_ior_id7026543_8-23-8730-13380758128977500097_1.darshan,2017-08-23,edison,scratch3,ior,shared,write,8d25d141b843aab69fb56ddef3cc3270
glock_hacc_io_write_id6477745_8-23-8766-15827117867850586464_10.darshan,2017-08-23,cori,bb-shared,hacc_io_write,fpp,write,0d0744902c6d2541c5af44e69d466a04
glock_ior_id7026543_8-23-8773-8935205165211824176_2.darshan,2017-08-23,edison,scratch3,ior,fpp,write,9993a3a28c773664de6828de82aaac98
glock_ior_id7026543_8-23-8821-3979311824733365137_1.darshan,2017-08-23,edison,scratch3,ior,shared,read,67bf99ae562f5aa1f9d58fa6af39eb21
glock_hacc_io_read_id6477745_8-23-8875-16887062782157326762_9.darshan,2017-08-23,cori,bb-shared,hacc_io_read,fpp,read,0592bf2cb26dbba6f34d60acbc94890a
glock_vpicio_uni_id6477745_8-23-8992-14367247023348167439_2.darshan,2017-08-23,cori,bb-shared,vpicio_uni,shared,write,5220de6c628aa341340bb4c4a13419b3
glock_ior_id7026543_8-23-9042-2090589296941717462_1.darshan,2017-08-23,edison,scratch3,ior,fpp,read,f5e0aa9dcd53936605750de41eb20182
glock_dbscan_read_id6477745_8-23-9080-14470331057300614514_3.darshan,2017-08-23,cori,bb-shared,dbscan_read,shared,read,96baac18c1baa457cbd0d4b38d7cb7e2
glock_hacc_io_write_id7026543_8-23-9086-16790534326271053852_1.darshan,2017-08-23,edison,scratch3,hacc_io_write,fpp,write,f5b6bf35d37b8cff9e91b993964908df
glock_ior_id7026542_8-23-9105-15355529871684908520_1.darshan,2017-08-23,edison,scratch2,ior,fpp,read,567d72353edd4644793e263b11f1091a
glock_hacc_io_read_id7026543_8-23-9137-10368644644411000812_2.darshan,2017-08-23,edison,scratch3,hacc_io_read,fpp,read,bd74ff21ce4375dd6364df2607500f07
glock_hacc_io_write_id7026542_8-23-9179-4713068648691626262_1.darshan,2017-08-23,edison,scratch2,hacc_io_write,fpp,write,f92d6fcce478337a002116a56bfb2d21
glock_ior_id6477747_8-23-9186-13291884794693002149_9.darshan,2017-08-23,cori,bb-private,ior,fpp,write,749d079e3e959f1b44b05fe37938b62a
glock_vpicio_uni_id7026543_8-23-9187-3032705903136876057_1.darshan,2017-08-23,edison,scratch3,vpicio_uni,shared,write,6875662f055eef598182a725433a1c91
glock_ior_id6477747_8-23-9284-16858719666967462545_10.darshan,2017-08-23,cori,bb-private,ior,fpp,read,d9665ea4bdefe1ba200d736355ef04cc
glock_dbscan_read_id7026543_8-23-9309-109712540361855455_101.darshan,2017-08-23,edison,scratch3,dbscan_read,shared,read,5b845a4328f25cbfe5f9ffb8c901c377
glock_hacc_io_read_id7026542_8-23-9366-11606470495820645776_2.darshan,2017-08-23,edison,scratch2,hacc_io_read,fpp,read,1ff2df0bd2b9107340e4b228223ea47e
glock_hacc_io_write_id6477747_8-23-9378-3282620415265220061_9.darshan,2017-08-23,cori,bb-private,hacc_io_write,fpp,write,01478aef13c2feca5732ead6ef7921c5
glock_vpicio_uni_id7026542_8-23-9442-17605603049179595021_1.darshan,2017-08-23,edison,scratch2,vpicio_uni,shared,write,178787fce9bcc6e9dd266d375a9c66ed
glock_hacc_io_read_id6477747_8-23-9522-250909163105303852_9.darshan,2017-08-23,cori,bb-private,hacc_io_read,fpp,read,f17c1120008cd0977fb0987982315e4b
glock_dbscan_read_id7026542_8-23-9932-18163063236531325699_1.darshan,2017-08-23,edison,scratch2,dbscan_read,shared,read,9e7cd20f8e3a71d6163fabf27665a43b
crusher_ior_id1206981_8-23-77386-17851651632452552734_1.darshan,2017-08-23,mira,mira-fs1,ior,shared,write,17e94ee4a6e220798b48a0312a8113b5
crusher_ior_id1206981_8-23-77500-17813574663897265166_2.darshan,2017-08-23,mira,mira-fs1,ior,fpp,write,befa82833ecb62af549449846e0d4f5f
crusher_hacc_io_write_id1206981_8-23-77582-1282138411885963728_2.darshan,2017-08-23,mira,mira-fs1,hacc_io_write,fpp,write,be54a5eeec2bb5e1cca6ee365ccccdad
crusher_vpicio_uni_id1206981_8-23-77686-13946184784724734168_1.darshan,2017-08-23,mira,mira-fs1,vpicio_uni,shared,write,0a41c6a788ce271678cbc6d38262b945
crusher_ior_id1206981_8-23-77778-4255173661129828405_1.darshan,2017-08-23,mira,mira-fs1,ior,shared,read,dd6d3000fe2281e86cd8fea8c91ed1a6
crusher_ior_id1206981_8-23-77898-5568056006672841544_2.darshan,2017-08-23,mira,mira-fs1,ior,fpp,read,62eb454d409ff2d4e324c1a43fb79d64
crusher_hacc_io_read_id1206981_8-23-77965-17861711115042676689_2.darshan,2017-08-23,mira,mira-fs1,hacc_io_read,fpp,read,c9e0cce8a4d8ea6d1dc767bdef383d6b
crusher_dbscan_read_id1206981_8-23-78058-17592512353733700892_1.darshan,2017-08-23,mira,mira-fs1,dbscan_read,shared,read,359775159b52aa7b3a2aeaeb5276d46d
glock_ior_id7027488_8-24-7208-115757176214360763_1.darshan,2017-08-24,edison,scratch1,ior,shared,write,50d686b9c9e5c32c447f4b00943230e9
glock_ior_id7027489_8-24-7208-7020057612034005594_1.darshan,2017-08-24,edison,scratch2,ior,shared,write,adf56d807f22eb2bf6e0b2f75dacc15c
glock_ior_id7027488_8-24-7261-10286932370851458718_1.darshan,2017-08-24,edison,scratch1,ior,fpp,write,334f0a4cbf715c61f7486d7b3fd51373
glock_ior_id6493033_8-24-7309-6025189468500246356_1.darshan,2017-08-24,cori,cscratch,ior,shared,write,ca7a1ea72a91bcd7945a7f00e43632e3
glock_ior_id7027489_8-24-7327-4052718214571396120_1.darshan,2017-08-24,edison,scratch2,ior,fpp,write,8b63022802a04a382f0fe1e47f264de6
glock_ior_id7027488_8-24-7330-14038933877740963628_1.darshan,2017-08-24,edison,scratch1,ior,shared,read,0ce8d7ed584fa551fce3aef9b8018e39
glock_ior_id6493033_8-24-7376-2389910391368870577_1.darshan,2017-08-24,cori,cscratch,ior,fpp,write,28822b70dac62dc3e0714426e6e9e821
glock_ior_id6493033_8-24-7440-13859325962003597382_1.darshan,2017-08-24,cori,cscratch,ior,shared,read,097e320b1a56717f60f0417f0bb0e2aa
glock_ior_id7027489_8-24-7474-4177239894053337853_1.darshan,2017-08-24,edison,scratch2,ior,shared,read,69fb53eeb2e569ba48aa1967a740814e
glock_ior_id7027488_8-24-7590-2867683835880253592_1.darshan,2017-08-24,edison,scratch1,ior,fpp,read,6aa164da3dd8167b85fe6a1932eb371d
glock_hacc_io_write_id7027488_8-24-7650-17484191056520676784_1.darshan,2017-08-24,edison,scratch1,hacc_io_write,fpp,write,e400fa9a0f609fb2c8019121f32a7998
glock_ior_id6493033_8-24-7657-1858890341210738204_6.darshan,2017-08-24,cori,cscratch,ior,fpp,read,78a13c16889ea40a5e0f37235350cfd7
glock_hacc_io_read_id7027488_8-24-7722-13594860434678360173_1.darshan,2017-08-24,edison,scratch1,hacc_io_read,fpp,read,30c371443aa8137b8ba7645da818a9e1
glock_hacc_io_write_id6493033_8-24-7777-5160950731140905719_3.darshan,2017-08-24,cori,cscratch,hacc_io_write,fpp,write,d139c656ad54b10bd14714b3113f52ba
glock_vpicio_uni_id7027488_8-24-7783-5632350254253983831_1.darshan,2017-08-24,edison,scratch1,vpicio_uni,shared,write,b49dba71d0351b4b943931c8fb49d6f7
glock_ior_id7027489_8-24-7806-4358373322821204276_1.darshan,2017-08-24,edison,scratch2,ior,fpp,read,d09dbdcd38192d6fbc26bd1ecce1c548
glock_hacc_io_read_id6493033_8-24-7848-2323610255842637879_1.darshan,2017-08-24,cori,cscratch,hacc_io_read,fpp,read,1b01fdd151eba6194f6b7a267cf126b2
glock_hacc_io_write_id7027489_8-24-7874-9346650318147844242_2.darshan,2017-08-24,edison,scratch2,hacc_io_write,fpp,write,0d6dccf7dad480e502671f11d638570e
glock_dbscan_read_id7027488_8-24-7903-3889165350082644314_1.darshan,2017-08-24,edison,scratch1,dbscan_read,shared,read,640f2d6788d24c31f833f9012077ce03
glock_ior_id7027490_8-24-7917-4206459943739700655_1.darshan,2017-08-24,edison,scratch3,ior,shared,write,cfbabd13f04291a1f0360cfb3d7a1604
glock_vpicio_uni_id6493033_8-24-7927-17929899890585375121_1.darshan,2017-08-24,cori,cscratch,vpicio_uni,shared,write,226e1dc4ef92dee6e2659fe579082c83
glock_ior_id7027490_8-24-7966-6902178399256729327_1.darshan,2017-08-24,edison,scratch3,ior,fpp,write,713d2fe61426635920bae2dbb58cc859
glock_ior_id7027490_8-24-8013-16889501973984202431_1.darshan,2017-08-24,edison,scratch3,ior,shared,read,33f67a4243706ff31531bfff128161ce
glock_hacc_io_read_id7027489_8-24-8022-1335649102515620980_1.darshan,2017-08-24,edison,scratch2,hacc_io_read,fpp,read,56e948f608866058a5ead188a2af56dd
glock_vpicio_uni_id7027489_8-24-8092-2419644873070483440_1.darshan,2017-08-24,edison,scratch2,vpicio_uni,shared,write,87856079978776a1a8de4c1e36843aca
glock_dbscan_read_id6493033_8-24-8116-18300881724862194876_1.darshan,2017-08-24,cori,cscratch,dbscan_read,shared,read,8f0e44fb582a696f8f88875b09e31725
glock_ior_id7027490_8-24-8177-5473223748895552718_1.darshan,2017-08-24,edison,scratch3,ior,fpp,read,45a82fc3828b2bf546644773abc68496
glock_ior_id6493031_8-24-8181-1659954380228704608_1.darshan,2017-08-24,cori,bb-shared,ior,shared,write,c1ee99f28778421e648f1308b5d15f26
glock_hacc_io_write_id7027490_8-24-8224-15179160426688698987_2.darshan,2017-08-24,edison,scratch3,hacc_io_write,fpp,write,ca5cee2f562c432bcf367bc476a5084d
glock_ior_id6493031_8-24-8224-17508713356935008461_1.darshan,2017-08-24,cori,bb-shared,ior,shared,read,57196cc8d30b711a32d3c81a190e4bdd
glock_hacc_io_read_id7027490_8-24-8274-17070912160940674440_1.darshan,2017-08-24,edison,scratch3,hacc_io_read,fpp,read,a72b555866763f1f3a90c32093d85b13
glock_hacc_io_write_id6493031_8-24-8313-10386417707557972877_1.darshan,2017-08-24,cori,bb-shared,hacc_io_write,fpp,write,846447ff2488980cfeac7af97ec548ce
glock_vpicio_uni_id7027490_8-24-8320-6736340565662604860_1.darshan,2017-08-24,edison,scratch3,vpicio_uni,shared,write,fb83757c86d522c7bcbac588410f96b7
glock_hacc_io_read_id6493031_8-24-8363-9628249414523259916_1.darshan,2017-08-24,cori,bb-shared,hacc_io_read,fpp,read,0cc088050223deacef632348858c6f90
glock_vpicio_uni_id6493031_8-24-8406-9990320925214025332_1.darshan,2017-08-24,cori,bb-shared,vpicio_uni,shared,write,8863854a02530032e71499eafdc5af5d
glock_dbscan_read_id7027490_8-24-8424-13149995582145817116_1.darshan,2017-08-24,edison,scratch3,dbscan_read,shared,read,51f1868ebeb6c38d35dce0215ab83e5c
glock_ior_id6493032_8-24-8426-13428292620254254372_3.darshan,2017-08-24,cori,bb-private,ior,fpp,write,8878acf79d82f605d351a044cb405e4a
glock_dbscan_read_id6493031_8-24-8458-9657903834087886621_1.darshan,2017-08-24,cori,bb-shared,dbscan_read,shared,read,1c468359de4fc8462b35496b219d0303
glock_ior_id6493032_8-24-8488-3715896079382462838_1.darshan,2017-08-24,cori,bb-private,ior,fpp,read,7fd6cc88562a196450fa7177df3e8c8b
glock_dbscan_read_id7027489_8-24-8522-10609070531587843409_1.darshan,2017-08-24,edison,scratch2,dbscan_read,shared,read,6ddd76c6bb3199c50715b133a9fb30af
glock_hacc_io_write_id6493032_8-24-8533-7802625255334795169_1.darshan,2017-08-24,cori,bb-private,hacc_io_write,fpp,write,34d3228f2a0e1cb20a94d33637ca9b08
glock_hacc_io_read_id6493032_8-24-8577-2635203832459690540_1.darshan,2017-08-24,cori,bb-private,hacc_io_read,fpp,read,05a5ee23adc428c6f1e8bc2507cfd32f
glock_ior_id6493023_8-24-8999-350368226161594240_2.darshan,2017-08-24,cori,bb-shared,ior,shared,write,8788c9732d6b64ce8421a774f9255f2e
glock_ior_id6493023_8-24-9114-15453651818461711761_2.darshan,2017-08-24,cori,bb-shared,ior,shared,read,d2b19de47652ef09a040e31c06322c98
glock_hacc_io_write_id6493023_8-24-9221-7412807484678696891_10.darshan,2017-08-24,cori,bb-shared,hacc_io_write,fpp,write,6a8326fe0cb62f513153580ecdc2516d
glock_hacc_io_read_id6493023_8-24-9306-6915099113681803416_9.darshan,2017-08-24,cori,bb-shared,hacc_io_read,fpp,read,8a272fa1aea8bf14a42566b99e4f4f38
glock_vpicio_uni_id6493023_8-24-9396-13509745900488584029_2.darshan,2017-08-24,cori,bb-shared,vpicio_uni,shared,write,20389ca749dbd60a6ebca9bf15f0298f
glock_dbscan_read_id6493023_8-24-9472-9184510428005228296_2.darshan,2017-08-24,cori,bb-shared,dbscan_read,shared,read,b399f9ccf562f4782fd10dbbc8b3097f
glock_ior_id6493026_8-24-9570-14437954602741125006_9.darshan,2017-08-24,cori,bb-private,ior,fpp,write,7afacc96b4d00fa5226b3861a11af0d1
glock_ior_id6493026_8-24-9645-18213339080792460123_9.darshan,2017-08-24,cori,bb-private,ior,fpp,read,c51f76f50f828ec2c7decc6aecc1707e
glock_hacc_io_write_id6493026_8-24-9731-6250256690648387918_10.darshan,2017-08-24,cori,bb-private,hacc_io_write,fpp,write,e795230752b9647d643c44a0a512d551
glock_hacc_io_read_id6493026_8-24-9822-15101372231054069442_8.darshan,2017-08-24,cori,bb-private,hacc_io_read,fpp,read,147f312d74b005c1f8af15509cf3ac05
glock_ior_id6493030_8-24-9978-14066816774058386643_2.darshan,2017-08-24,cori,cscratch,ior,shared,write,5077e8e73c12346e48d2414d634f5c4b
glock_ior_id6493030_8-24-10102-12040608133746321805_10.darshan,2017-08-24,cori,cscratch,ior,fpp,write,f436a94b10a32886bfc65c190c7618a4
glock_ior_id6493030_8-24-10224-10751800545952431018_2.darshan,2017-08-24,cori,cscratch,ior,shared,read,9dd60f635c7cde0b981f9d4c95c22a13
glock_ior_id6493030_8-24-10441-8945753357101623732_9.darshan,2017-08-24,cori,cscratch,ior,fpp,read,cdeb2450ef0b2fcbadfd64e5bbd3ae8a
glock_hacc_io_write_id6493030_8-24-10558-7365185329208735820_11.darshan,2017-08-24,cori,cscratch,hacc_io_write,fpp,write,db898322c2ad1d2cce33747946250fc4
glock_hacc_io_read_id6493030_8-24-10650-15176657202135615938_10.darshan,2017-08-24,cori,cscratch,hacc_io_read,fpp,read,467f98875810cb48e5c0bc73601a819f
glock_vpicio_uni_id6493030_8-24-10744-17357803423272877167_2.darshan,2017-08-24,cori,cscratch,vpicio_uni,shared,write,ed10cf71aca1d0103cf44d01013ca325
glock_dbscan_read_id6493030_8-24-11075-10216829820988088549_2.darshan,2017-08-24,cori,cscratch,dbscan_read,shared,read,851077431c6f1dc59561f3ac5e78ef61
crusher_ior_id1207992_8-24-73407-16707215155102152786_1.darshan,2017-08-24,mira,mira-fs1,ior,shared,write,8a371532433faca6fb5fb23c440f1536
crusher_ior_id1207992_8-24-73606-6898878146289110583_2.darshan,2017-08-24,mira,mira-fs1,ior,fpp,write,fdc56bc20d669fdcd0e44e1e12c1d8a6
