log_file,date,compute_system,file_system,application,shared_or_fpp,read_or_write,md5
crusher_ior_id1085463_4-24-73713-12537141950002197518_1.darshan,2017-04-24,mira,mira-fs1,ior,shared,write,b1ce2012e600245f5375fa45bf2d3cf9
crusher_ior_id1085463_4-24-73820-16749710115924275333_2.darshan,2017-04-24,mira,mira-fs1,ior,fpp,write,8d84d38e7bd95f87ef7ab527e0f70731
crusher_hacc_io_write_id1085463_4-24-73903-3416326334203966393_2.darshan,2017-04-24,mira,mira-fs1,hacc_io_write,fpp,write,951a655008bba14f3ba49103ae399281
crusher_vpicio_uni_id1085463_4-24-74005-18015570034982271415_1.darshan,2017-04-24,mira,mira-fs1,vpicio_uni,shared,write,3bd9d545408988b35cc9c836df4c1c31
crusher_ior_id1085463_4-24-74094-1943377536245444944_1.darshan,2017-04-24,mira,mira-fs1,ior,shared,read,3b96ac4dc22a02211d5f777b28ed84e9
crusher_ior_id1085463_4-24-74217-4147964965585059466_2.darshan,2017-04-24,mira,mira-fs1,ior,fpp,read,ba9ccb4998c749f703d0d5606d073af5
crusher_hacc_io_read_id1085463_4-24-74303-8829863124405390415_2.darshan,2017-04-24,mira,mira-fs1,hacc_io_read,fpp,read,8a483feb6817b60e4731eb479c0d1d40
crusher_dbscan_read_id1085463_4-24-74398-7514689436477946725_1.darshan,2017-04-24,mira,mira-fs1,dbscan_read,shared,read,9046f2b036e4ccaa829854118d195d4c
glock_ior_id4699796_4-25-7255-10499838521978650947_1.darshan,2017-04-25,cori,cscratch,ior,shared,write,87f2eb7dad1aca956f65543fa5c78f5e
glock_ior_id4699796_4-25-7385-16946989786166579256_1.darshan,2017-04-25,cori,cscratch,ior,fpp,write,796d3d4f0d836392ac49f436c6326c5d
glock_ior_id4699796_4-25-7661-9364296172703908253_1.darshan,2017-04-25,cori,cscratch,ior,shared,read,7c1e79697491d82155f900b513c09338
glock_ior_id4699796_4-25-8184-6468111055845299808_1.darshan,2017-04-25,cori,cscratch,ior,fpp,read,9e60b7c712e8417157d6e0e8bfff2f50
glock_hacc_io_write_id4699796_4-25-8509-18278749234278579470_1.darshan,2017-04-25,cori,cscratch,hacc_io_write,fpp,write,eb0dc73952b9b6dca4d242c1b8b3480f
glock_hacc_io_read_id4699796_4-25-8733-1367303671931244294_1.darshan,2017-04-25,cori,cscratch,hacc_io_read,fpp,read,ea443cb59dd6c595d7309368b89f12f6
glock_ior_id4699795_4-25-17358-4707733573812285617_1.darshan,2017-04-25,cori,cscratch,ior,shared,write,1bab9edbbcea2c5c87b866d769b6d4e6
glock_ior_id4699795_4-25-17537-17005181137598604273_3.darshan,2017-04-25,cori,cscratch,ior,fpp,write,a3e61eadc7341983dd93c7dab520547c
glock_ior_id4699795_4-25-17726-2013345351835773892_1.darshan,2017-04-25,cori,cscratch,ior,shared,read,696bf37b9b37ad4ea144bf71f558c448
glock_ior_id4699795_4-25-17874-6063197006188659534_4.darshan,2017-04-25,cori,cscratch,ior,fpp,read,05cd969c576afc759be1e04d66b99cd8
glock_hacc_io_write_id4699795_4-25-18063-15432518639204846811_3.darshan,2017-04-25,cori,cscratch,hacc_io_write,fpp,write,b4850883060480dc3856ef8f04cad0e5
glock_hacc_io_read_id4699795_4-25-18196-5815947630374996590_4.darshan,2017-04-25,cori,cscratch,hacc_io_read,fpp,read,9e40e594149cdfed453afcd758292f17
glock_vpicio_uni_id4699795_4-25-18307-10779736768029814202_1.darshan,2017-04-25,cori,cscratch,vpicio_uni,shared,write,c126670a3ce032ee74f90e1fa897b5a3
glock_dbscan_read_id4699795_4-25-18553-12855402951706804672_1.darshan,2017-04-25,cori,cscratch,dbscan_read,shared,read,6a49c80a169571d763feafb2fdcb9535
glock_ior_id4872336_4-25-38424-12284029901283225531_1.darshan,2017-04-25,edison,scratch2,ior,shared,write,033494ae0f3e66b6e91790b850e0feca
glock_ior_id4872335_4-25-38424-6524657714507858997_1.darshan,2017-04-25,edison,scratch1,ior,shared,write,c108994c4bb54f4e1669e686f7427b24
glock_ior_id4872336_4-25-38523-8444960057214329236_1.darshan,2017-04-25,edison,scratch2,ior,fpp,write,5c722dbf508978b9fe5ddd3066995abc
glock_ior_id4872336_4-25-38607-2770426356890838651_1.darshan,2017-04-25,edison,scratch2,ior,shared,read,5127e4f1ea49c4954b530fa0346c949e
glock_ior_id4872336_4-25-38695-13016533165669372559_1.darshan,2017-04-25,edison,scratch2,ior,fpp,read,05d046edab7af4f52a421634f9024c40
glock_hacc_io_write_id4872336_4-25-38766-3086599952136371478_1.darshan,2017-04-25,edison,scratch2,hacc_io_write,fpp,write,cd5f6a00a5971965272a22227742812b
glock_hacc_io_read_id4872336_4-25-38850-4266564502427690794_1.darshan,2017-04-25,edison,scratch2,hacc_io_read,fpp,read,c37233e86279329c89d93c4a54366c9f
glock_vpicio_uni_id4872336_4-25-38953-1045903610011148344_1.darshan,2017-04-25,edison,scratch2,vpicio_uni,shared,write,30321669993b05f2054d1a50d40904f9
glock_dbscan_read_id4872336_4-25-39068-8611840323222604610_1.darshan,2017-04-25,edison,scratch2,dbscan_read,shared,read,2a79112ce8637c961af2d9375068250c
glock_ior_id4701947_4-25-41361-11771437873882269796_1.darshan,2017-04-25,cori,bb-shared,ior,shared,write,e17efe2aba5162bec9d7661e656c3bff
glock_ior_id4701947_4-25-41574-13403250058524892801_3.darshan,2017-04-25,cori,bb-private,ior,fpp,write,ece24929f0dfc61831a2dc6d81e9d472
glock_ior_id4701947_4-25-41939-434830533918755980_1.darshan,2017-04-25,cori,bb-shared,ior,shared,read,a6610d55a6bf61080eb18af92247fbd0
glock_ior_id4701947_4-25-42127-18146600282422265258_4.darshan,2017-04-25,cori,bb-private,ior,fpp,read,89e94d5875920c54b98eb2067764eef1
glock_ior_id4701945_4-25-42465-3430861420030014513_1.darshan,2017-04-25,cori,bb-shared,ior,shared,write,94622e0aa2652dee575812310a312b93
glock_hacc_io_write_id4701947_4-25-42566-5500360489093146892_4.darshan,2017-04-25,cori,bb-shared,hacc_io_write,fpp,write,e706828696e259687876beb01e44011c
glock_ior_id4701945_4-25-42570-4248945104606063415_1.darshan,2017-04-25,cori,bb-private,ior,fpp,write,5101f386ee847dae9c26fdd3c1914299
glock_hacc_io_write_id4701947_4-25-42675-6091793470175376093_4.darshan,2017-04-25,cori,bb-private,hacc_io_write,fpp,write,e10c950e236baadd6efb237f7b44fc64
glock_hacc_io_read_id4701947_4-25-42791-10053451758582061470_3.darshan,2017-04-25,cori,bb-shared,hacc_io_read,fpp,read,cadaa12ec0c9432398f4a23aa9c6fbac
glock_ior_id4701945_4-25-42801-662095849506090536_1.darshan,2017-04-25,cori,bb-shared,ior,shared,read,9f4b8051779fd2455eb13ef083882bf7
glock_hacc_io_read_id4701947_4-25-42854-12437416979335862582_4.darshan,2017-04-25,cori,bb-private,hacc_io_read,fpp,read,20c00dfe1e96a344c71523315dfece6f
glock_ior_id4701945_4-25-43079-8501975018670008208_1.darshan,2017-04-25,cori,bb-private,ior,fpp,read,1a328741df1b3738c041e820af07e7b6
glock_hacc_io_write_id4701945_4-25-43258-5769433873380706823_1.darshan,2017-04-25,cori,bb-shared,hacc_io_write,fpp,write,f84029eddb570a366b1b91273715ab36
glock_ior_id4872337_4-25-52150-13343662332972784461_1.darshan,2017-04-25,edison,scratch3,ior,shared,write,e44d429244f3cfe14874685f59bab8ed
glock_ior_id4872337_4-25-52225-15654721547375675507_1.darshan,2017-04-25,edison,scratch3,ior,fpp,write,a72adf6aa4b9d0d7efbe4453565bd4c1
glock_ior_id4872337_4-25-52317-16225152533574482071_1.darshan,2017-04-25,edison,scratch3,ior,shared,read,b2f07fdd7e33656ba07c910d0ccfe9d5
glock_ior_id4872337_4-25-52359-13552909608534969259_1.darshan,2017-04-25,edison,scratch3,ior,fpp,read,b1cf7e7b050432967a7db756c3fb4f73
glock_hacc_io_write_id4872337_4-25-52416-7831427840851305758_1.darshan,2017-04-25,edison,scratch3,hacc_io_write,fpp,write,e41253a18ead9488e98fe594707141e1
glock_hacc_io_read_id4872337_4-25-52486-4082868080325540412_1.darshan,2017-04-25,edison,scratch3,hacc_io_read,fpp,read,0f489af5bb08624d7da506d562be702b
glock_vpicio_uni_id4872337_4-25-52547-15746619254229200173_1.darshan,2017-04-25,edison,scratch3,vpicio_uni,shared,write,5fdd405e233e11f3a2f02854603b367f
glock_dbscan_read_id4872337_4-25-52661-12278561013321065417_1.darshan,2017-04-25,edison,scratch3,dbscan_read,shared,read,de4978d7378d1b47e7cc51625bc9ac3a
crusher_ior_id1086269_4-25-85696-14822140467663795000_1.darshan,2017-04-25,mira,mira-fs1,ior,shared,write,1cd8a01ff0b5aec681ab2bdc7de9c3b8
crusher_ior_id1086269_4-25-85810-13396297444807602415_2.darshan,2017-04-25,mira,mira-fs1,ior,fpp,write,fb2b79b93717884f2f4f73b1c7948caf
crusher_hacc_io_write_id1086269_4-25-85906-7853272020175712558_2.darshan,2017-04-25,mira,mira-fs1,hacc_io_write,fpp,write,820aad92542b9dbe914aedd87a403c0d
crusher_vpicio_uni_id1086269_4-26-708-7856052602142302454_1.darshan,2017-04-25,mira,mira-fs1,vpicio_uni,shared,write,5488c8154675567e649541f0bfe9757f
crusher_ior_id1086269_4-26-806-7517308208155400667_1.darshan,2017-04-25,mira,mira-fs1,ior,shared,read,7d3f383132d7bbeb3a4ae94cbaecded0
crusher_ior_id1086269_4-26-915-7723027082835466680_2.darshan,2017-04-25,mira,mira-fs1,ior,fpp,read,d6925b37ba035153314c8c78618d58a0
crusher_hacc_io_read_id1086269_4-26-994-8186542562312192828_2.darshan,2017-04-25,mira,mira-fs1,hacc_io_read,fpp,read,bea86e4617b28cfe0e4e78ab62471b06
crusher_dbscan_read_id1086269_4-26-1095-13022604146444292966_1.darshan,2017-04-25,mira,mira-fs1,dbscan_read,shared,read,6c18cc75eba42ead0f34f1d90237c731
glock_ior_id4875672_4-26-6587-11594008712328382925_1.darshan,2017-04-26,edison,scratch1,ior,shared,write,894dc5f99743219a001a9d6771e33430
glock_ior_id4875673_4-26-6587-5860812691235939434_1.darshan,2017-04-26,edison,scratch2,ior,shared,write,762e2415d99e0c61d1ba593e8e58af6f
glock_ior_id4875672_4-26-6662-7711305735496367989_1.darshan,2017-04-26,edison,scratch1,ior,fpp,write,179f71086ddde79b74cfe983566b02ac
glock_ior_id4875673_4-26-6666-1431702468015983230_1.darshan,2017-04-26,edison,scratch2,ior,fpp,write,308b904758c96183c83fd3016d9a577d
glock_ior_id4875672_4-26-6748-11911019124910854031_1.darshan,2017-04-26,edison,scratch1,ior,shared,read,564127f292a2c101d992e18b790d3b36
glock_ior_id4875673_4-26-6757-10455160909671237200_1.darshan,2017-04-26,edison,scratch2,ior,shared,read,fa274a2f0897d817b25fdae3fba41815
glock_ior_id4875672_4-26-6804-1908145163966664875_1.darshan,2017-04-26,edison,scratch1,ior,fpp,read,b51551c5da71a29f130850e598f26834
glock_ior_id4875673_4-26-6810-11633684512272449461_1.darshan,2017-04-26,edison,scratch2,ior,fpp,read,2e6ed957a120221b7764935f7fefe3b2
glock_hacc_io_write_id4875672_4-26-6876-14750264645084325810_1.darshan,2017-04-26,edison,scratch1,hacc_io_write,fpp,write,2e46fe01d602f68a8247662c868452b4
glock_hacc_io_write_id4875673_4-26-6883-14751760576516665247_1.darshan,2017-04-26,edison,scratch2,hacc_io_write,fpp,write,967bfaf96511e9564a7ce5da159c84c1
glock_hacc_io_read_id4875672_4-26-6969-12611729184719311481_1.darshan,2017-04-26,edison,scratch1,hacc_io_read,fpp,read,8f5c6313fd6135a93dda0f8ea6871ffa
glock_hacc_io_read_id4875673_4-26-6992-1917410504179882324_1.darshan,2017-04-26,edison,scratch2,hacc_io_read,fpp,read,e3375b57e3555b81919aee5b8f54fdc5
glock_vpicio_uni_id4875672_4-26-7054-7610866959661388800_1.darshan,2017-04-26,edison,scratch1,vpicio_uni,shared,write,8436f16014e4fb486f6a9fb11e036cf2
glock_vpicio_uni_id4875673_4-26-7071-15712418945216373600_1.darshan,2017-04-26,edison,scratch2,vpicio_uni,shared,write,acd33f2073d4b770e76de2ae37c08e65
glock_dbscan_read_id4875673_4-26-7193-4530582201922797047_1.darshan,2017-04-26,edison,scratch2,dbscan_read,shared,read,a40ca94df624885b7811fc5af0cf32e0
glock_dbscan_read_id4875672_4-26-7205-7325346787002143057_1.darshan,2017-04-26,edison,scratch1,dbscan_read,shared,read,cd02c03da70a23e191fc5aeaf572bf5a
glock_ior_id4875674_4-26-7385-8339117319212882583_1.darshan,2017-04-26,edison,scratch3,ior,shared,write,ab1d39adeaabc27c6a7a8eaa7576e50a
glock_ior_id4875674_4-26-7473-11988385542931010191_1.darshan,2017-04-26,edison,scratch3,ior,fpp,write,3378b03c100c3a80e700f40b730b7b36
glock_ior_id4708423_4-26-7687-2442089670413945537_1.darshan,2017-04-26,cori,bb-shared,ior,shared,write,4174dc348a0ab906b2ec61d0edda43c7
glock_ior_id4708423_4-26-7813-2463356062694248022_1.darshan,2017-04-26,cori,bb-private,ior,fpp,write,21831f874fd0f904380f9a34476e0387
glock_ior_id4708423_4-26-8020-17176977506138771684_1.darshan,2017-04-26,cori,bb-shared,ior,shared,read,1806a56ec805c35c0dc237efbb5323f8
glock_ior_id4708423_4-26-8130-17930419903115452704_1.darshan,2017-04-26,cori,bb-private,ior,fpp,read,197805e50da169cc25d06cbf974cadaa
glock_ior_id4708426_4-26-8132-6709331688903288064_1.darshan,2017-04-26,cori,cscratch,ior,shared,write,5c0b7d52db3d7e66d218cac32c596d23
glock_ior_id4708426_4-26-8235-7809805607274266235_1.darshan,2017-04-26,cori,cscratch,ior,fpp,write,b2201b2f711dce985eb40593e88429d5
glock_hacc_io_write_id4708423_4-26-8284-1858502509323207316_1.darshan,2017-04-26,cori,bb-shared,hacc_io_write,fpp,write,1f4f4da064485ba16e8804bf8e49de5a
glock_ior_id4708426_4-26-8455-13097916656856839459_1.darshan,2017-04-26,cori,cscratch,ior,shared,read,c9b5483225fa216b990dfb2bf2182de3
glock_ior_id4708426_4-26-8843-12089388169500839448_1.darshan,2017-04-26,cori,cscratch,ior,fpp,read,2b4f5e5d8a1000f252be1ddfe9956c67
glock_hacc_io_write_id4708426_4-26-9097-4746836385610321273_1.darshan,2017-04-26,cori,cscratch,hacc_io_write,fpp,write,0a49fb253de51a940f88ca69c318c5ac
glock_hacc_io_read_id4708426_4-26-9250-17275924902014001935_1.darshan,2017-04-26,cori,cscratch,hacc_io_read,fpp,read,53780261715c40178ba4c4eea07d2977
glock_vpicio_uni_id4708426_4-26-9438-17560299930483236612_1.darshan,2017-04-26,cori,cscratch,vpicio_uni,shared,write,c6a16afb28082bee45cbff0a6e3f79cd
glock_dbscan_read_id4708426_4-26-9551-978921869555511455_1.darshan,2017-04-26,cori,cscratch,dbscan_read,shared,read,527c7615fe304d69b7d9963c6d6fe0d4
glock_ior_id4708417_4-26-14228-11786769552687431636_1.darshan,2017-04-26,cori,bb-shared,ior,shared,write,35289e6e0a5daa926f2ed51e22804df0
glock_ior_id4708417_4-26-14449-11089398563623510663_4.darshan,2017-04-26,cori,bb-private,ior,fpp,write,f2e8e855045dbef85b25a6641cc02633
glock_ior_id4708417_4-26-14842-2781991791611684103_1.darshan,2017-04-26,cori,bb-shared,ior,shared,read,bad4a2c3a7d279d1bcec79483f8daf1f
glock_ior_id4708417_4-26-15048-9458508111481329559_3.darshan,2017-04-26,cori,bb-private,ior,fpp,read,0b762fea097090228c8f28862dc784b7
glock_hacc_io_write_id4708417_4-26-15386-14365286200435802812_4.darshan,2017-04-26,cori,bb-shared,hacc_io_write,fpp,write,069813b17c6ae747c5e66396744bba81
glock_hacc_io_write_id4708417_4-26-15478-6639935448273339542_4.darshan,2017-04-26,cori,bb-private,hacc_io_write,fpp,write,2e0d03028a2e604034ffd3bb67707b2b
glock_hacc_io_read_id4708417_4-26-15583-5051798649510713627_3.darshan,2017-04-26,cori,bb-shared,hacc_io_read,fpp,read,3198ca8de2bdb2a20c3a17e8d6a61bf6
glock_hacc_io_read_id4708417_4-26-15657-14183853578382053101_4.darshan,2017-04-26,cori,bb-private,hacc_io_read,fpp,read,fddc6066e4225676829abcbc17231f95
glock_vpicio_uni_id4708417_4-26-15858-18403256226836055153_1.darshan,2017-04-26,cori,bb-shared,vpicio_uni,shared,write,22e7bfe2c76ca1b60f5b99234b3f4bfa
glock_ior_id4708420_4-26-16160-4755507049940783564_1.darshan,2017-04-26,cori,cscratch,ior,shared,write,691826b288b336f2b44560802549ad9c
glock_ior_id4708420_4-26-16387-18265926529647765829_4.darshan,2017-04-26,cori,cscratch,ior,fpp,write,f36b2b418103c3f5f4268bde7634124e
glock_ior_id4708420_4-26-16542-6354624762262552017_1.darshan,2017-04-26,cori,cscratch,ior,shared,read,87b0b69a4a15af303850033889cc2771
glock_ior_id4708420_4-26-16706-2689085475854989259_5.darshan,2017-04-26,cori,cscratch,ior,fpp,read,eedd19d705f0dfd9550b07f95e291cdb
glock_vpicio_uni_id4708420_4-26-17045-2742594984447611020_1.darshan,2017-04-26,cori,cscratch,vpicio_uni,shared,write,7f703a0e0267a2c26dc5785a624387db
glock_dbscan_read_id4708420_4-26-17257-14190421112226353745_1.darshan,2017-04-26,cori,cscratch,dbscan_read,shared,read,0454cd5976729e6bde6233f32ecde202
crusher_ior_id1086962_4-26-80728-12253158548273407258_1.darshan,2017-04-26,mira,mira-fs1,ior,shared,write,163e698523189c47feb8bccaf2d1eb5c
crusher_ior_id1086962_4-26-80845-12157110328671430688_2.darshan,2017-04-26,mira,mira-fs1,ior,fpp,write,c19819e4dc7581c6c551dc2edc5dc4bc
crusher_hacc_io_write_id1086962_4-26-80927-9669417739095766103_2.darshan,2017-04-26,mira,mira-fs1,hacc_io_write,fpp,write,6ff5fee2ffd511ace5c5b072397d0e2d
crusher_vpicio_uni_id1086962_4-26-81029-11466349487756311216_1.darshan,2017-04-26,mira,mira-fs1,vpicio_uni,shared,write,2e8b3cb939fedbfd42845f225c1cdd40
crusher_ior_id1086962_4-26-81125-5028382041793560372_1.darshan,2017-04-26,mira,mira-fs1,ior,shared,read,fe210e53b74922a0796b5a0764e45cbb
crusher_ior_id1086962_4-26-81238-10631136240179068321_2.darshan,2017-04-26,mira,mira-fs1,ior,fpp,read,94cd1d39cc0184538105fced862405af
crusher_hacc_io_read_id1086962_4-26-81311-17328598978758804716_2.darshan,2017-04-26,mira,mira-fs1,hacc_io_read,fpp,read,004bb017403cfb2b32a199b896650cde
crusher_dbscan_read_id1086962_4-26-81407-13677899515570750560_1.darshan,2017-04-26,mira,mira-fs1,dbscan_read,shared,read,ff8e771e2e6185e326a1da6dc40ebe5b
glock_ior_id4724709_4-27-7214-10320361774382803210_1.darshan,2017-04-27,cori,cscratch,ior,shared,write,d34a59dceddc84b9f9ebed34966567fc
glock_ior_id4724709_4-27-7286-9901522607435388285_1.darshan,2017-04-27,cori,cscratch,ior,fpp,write,74714723723009aaa22c4131df416038
glock_ior_id4724708_4-27-7296-13449622898752411265_1.darshan,2017-04-27,cori,bb-shared,ior,shared,write,382395c0402c19bf80a9d8c6bf6086d1
glock_ior_id4724708_4-27-7350-5403816582534061767_1.darshan,2017-04-27,cori,bb-private,ior,fpp,write,6fc1e680851956c1fe5471d4baf29a0e
glock_ior_id4724709_4-27-7377-3880224991905697421_1.darshan,2017-04-27,cori,cscratch,ior,shared,read,99066e2d852eced0479861e82575f8fd
glock_ior_id4724708_4-27-7411-9580663038563963581_1.darshan,2017-04-27,cori,bb-shared,ior,shared,read,2e964913903f89ad444e72badd32c6b3
glock_ior_id4724708_4-27-7448-344465176314549753_1.darshan,2017-04-27,cori,bb-private,ior,fpp,read,12c50259ce3374a6fdf521308eed011d
glock_ior_id4724709_4-27-7451-406537983735544801_1.darshan,2017-04-27,cori,cscratch,ior,fpp,read,32a5724994ef3df72d72250c228456eb
glock_hacc_io_write_id4724708_4-27-7523-9015795959884526876_1.darshan,2017-04-27,cori,bb-shared,hacc_io_write,fpp,write,d42b1a3a736d2e041773900a1898e84d
glock_hacc_io_write_id4724709_4-27-7541-6259951781771612700_1.darshan,2017-04-27,cori,cscratch,hacc_io_write,fpp,write,3dd552a2f025767272ddb9a024048829
glock_hacc_io_write_id4724708_4-27-7580-3553255451364326328_1.darshan,2017-04-27,cori,bb-private,hacc_io_write,fpp,write,7251e516a960a594d22ba0263e3e60bd
glock_hacc_io_read_id4724708_4-27-7595-3467656672452758910_1.darshan,2017-04-27,cori,bb-shared,hacc_io_read,fpp,read,81b696e6af2cb859f999a6e2007c664f
glock_hacc_io_read_id4724709_4-27-7614-17927221508142628332_1.darshan,2017-04-27,cori,cscratch,hacc_io_read,fpp,read,c08870248bc5863d2815e35d11941bf3
glock_hacc_io_read_id4724708_4-27-7644-4128150153354639661_1.darshan,2017-04-27,cori,bb-private,hacc_io_read,fpp,read,05bc87b98e8e4ae04e97d593e5bbddb3
glock_vpicio_uni_id4724709_4-27-7684-11702852553893856387_1.darshan,2017-04-27,cori,cscratch,vpicio_uni,shared,write,0653d43288023ba96dacb7f9d36ea460
glock_vpicio_uni_id4724708_4-27-7697-1468696992332972565_1.darshan,2017-04-27,cori,bb-shared,vpicio_uni,shared,write,9e59b7527304ccebd0f123f7a4e9a7fb
glock_dbscan_read_id4724709_4-27-7750-5972133233797759606_1.darshan,2017-04-27,cori,cscratch,dbscan_read,shared,read,239a19a8946366efb368526e0fa9c26b
glock_dbscan_read_id4724708_4-27-7750-13658863654163421770_1.darshan,2017-04-27,cori,bb-shared,dbscan_read,shared,read,db2a03fbd2dc149cdea2d971245c5c08
glock_ior_id4724706_4-27-8861-15502475182920059940_1.darshan,2017-04-27,cori,bb-shared,ior,shared,write,3de4b1cb90d9d6365f27deffd8c01b5c
glock_ior_id4724706_4-27-8912-3673676164350452940_2.darshan,2017-04-27,cori,bb-private,ior,fpp,write,105b21625c48103917b1bcb6300a4661
glock_ior_id4724706_4-27-9116-12590832794531607097_1.darshan,2017-04-27,cori,bb-shared,ior,shared,read,c60e0aa6f9a71aa3bb94b0499b4a8b50
glock_ior_id4724706_4-27-9158-3228934877402155426_2.darshan,2017-04-27,cori,bb-private,ior,fpp,read,12f7e67993d6476be06d5f4c2119d52f
glock_hacc_io_write_id4724706_4-27-9248-14217308277424782846_1.darshan,2017-04-27,cori,bb-shared,hacc_io_write,fpp,write,3e0f7d4b46c15583fd4da2b947585241
glock_hacc_io_write_id4724706_4-27-9298-8949729760753294554_1.darshan,2017-04-27,cori,bb-private,hacc_io_write,fpp,write,e1dc18f7c1cd46944a69d0817f61431c
glock_hacc_io_read_id4724706_4-27-9333-11921579145607596995_1.darshan,2017-04-27,cori,bb-shared,hacc_io_read,fpp,read,5f3d00ced206078e063111e32aaf1cd1
glock_hacc_io_read_id4724706_4-27-9392-18087458802885980839_1.darshan,2017-04-27,cori,bb-private,hacc_io_read,fpp,read,5f7b591366719848d1fa4f605035f160
glock_vpicio_uni_id4724706_4-27-9445-1009672257432959184_1.darshan,2017-04-27,cori,bb-shared,vpicio_uni,shared,write,130c266ab1d965b1c7c17935f3772638
glock_dbscan_read_id4724706_4-27-9514-16382727244857559145_1.darshan,2017-04-27,cori,bb-shared,dbscan_read,shared,read,f6cb00303d55afcbd581673e67acf533
glock_ior_id4724707_4-27-9745-2415945856172991925_1.darshan,2017-04-27,cori,cscratch,ior,shared,write,7b5bd552ada7e62503cc2a8f9078ff2b
glock_ior_id4724707_4-27-9821-17310920476549996506_2.darshan,2017-04-27,cori,cscratch,ior,fpp,write,72d2469d99921b3b6f2fe651c201966e
glock_ior_id4724707_4-27-9972-7610581500040288197_1.darshan,2017-04-27,cori,cscratch,ior,shared,read,50577632704f255d5bf681b54e355abb
glock_ior_id4724707_4-27-10034-7784054687166876794_1.darshan,2017-04-27,cori,cscratch,ior,fpp,read,3108b10baedbd0ccf6a78382813fbfcb
glock_hacc_io_write_id4724707_4-27-10143-4693164351192091323_2.darshan,2017-04-27,cori,cscratch,hacc_io_write,fpp,write,40e787034b193bb004a3c7ecf50fe874
glock_hacc_io_read_id4724707_4-27-10217-13381960767004885060_1.darshan,2017-04-27,cori,cscratch,hacc_io_read,fpp,read,06315cdafb2f095ff0483e3407f7fb66
glock_vpicio_uni_id4724707_4-27-10286-6839918815727713905_1.darshan,2017-04-27,cori,cscratch,vpicio_uni,shared,write,4050ccfda567fe020e6dd29012e49243
glock_dbscan_read_id4724707_4-27-10442-12090335624755922964_1.darshan,2017-04-27,cori,cscratch,dbscan_read,shared,read,0dc5a7ec823e32ebd603f8682a927d6a
glock_ior_id4882945_4-27-10593-1266060539397276131_1.darshan,2017-04-27,edison,scratch1,ior,shared,write,0c0c3bd3c916350a7de2d08da3dcbf76
glock_ior_id4882945_4-27-10667-13812792054405624729_1.darshan,2017-04-27,edison,scratch1,ior,fpp,write,27c3f47c9b68f73f08a05285ce940568
glock_ior_id4882945_4-27-10747-17212932644499021323_1.darshan,2017-04-27,edison,scratch1,ior,shared,read,596080ccbf0339fda8bf27f27f12700b
glock_ior_id4882945_4-27-10794-18428584761052989768_1.darshan,2017-04-27,edison,scratch1,ior,fpp,read,dcaee1b51cd86007b1d00871395cef8c
glock_hacc_io_write_id4882945_4-27-10859-10319457349376013213_1.darshan,2017-04-27,edison,scratch1,hacc_io_write,fpp,write,73a0c00dfc5b30c352ecb86be74ab04c
glock_hacc_io_read_id4882945_4-27-10937-7791057596406241540_1.darshan,2017-04-27,edison,scratch1,hacc_io_read,fpp,read,935036f9657d8729773b2a45dcab62ee
glock_vpicio_uni_id4882945_4-27-11003-9902902960292669374_1.darshan,2017-04-27,edison,scratch1,vpicio_uni,shared,write,0b2a9e7938a7ef04f7f163d22e7726c9
glock_dbscan_read_id4882945_4-27-11132-13726872065105940698_1.darshan,2017-04-27,edison,scratch1,dbscan_read,shared,read,dafc7c2b8257cc807ac55d526b16d281
glock_ior_id4882947_4-27-11308-1390319162999676694_1.darshan,2017-04-27,edison,scratch3,ior,shared,write,564e7cb6ef3cfaf11f993e096f66304b
glock_ior_id4882946_4-27-11308-8526380608720095873_1.darshan,2017-04-27,edison,scratch2,ior,shared,write,80e9e859ddc00103f8c39ce5c3daf18f
glock_ior_id4882947_4-27-11364-2356428085608015554_1.darshan,2017-04-27,edison,scratch3,ior,fpp,write,1c8fa32a39313c2ea2a40600bbe99c70
glock_ior_id4882946_4-27-11372-11115146794648245188_1.darshan,2017-04-27,edison,scratch2,ior,fpp,write,101f8f93ce1951993ef02790013182d2
glock_ior_id4882947_4-27-11446-11834392496984717530_1.darshan,2017-04-27,edison,scratch3,ior,shared,read,9918c7f2813195b1456bca0cdd1c6395
glock_ior_id4882946_4-27-11471-8041082929436080885_1.darshan,2017-04-27,edison,scratch2,ior,shared,read,d6f387d95cb52828f4071400bc7012ca
glock_ior_id4882946_4-27-11522-13926508967598523989_1.darshan,2017-04-27,edison,scratch2,ior,fpp,read,20b7e0bfaf98466fc93867434c43f0de
glock_ior_id4882947_4-27-11541-14797573144471197577_1.darshan,2017-04-27,edison,scratch3,ior,fpp,read,6665ccb57debee6581f4810d01ac1811
glock_hacc_io_write_id4882946_4-27-11592-18074493705593782652_1.darshan,2017-04-27,edison,scratch2,hacc_io_write,fpp,write,57220945cd6c9fd454acd6f5cefbfc74
glock_hacc_io_write_id4882947_4-27-11615-11999414693420936277_1.darshan,2017-04-27,edison,scratch3,hacc_io_write,fpp,write,c3db4b3a555e755d6207765fcdb24939
glock_hacc_io_read_id4882946_4-27-11683-3402134156333056458_1.darshan,2017-04-27,edison,scratch2,hacc_io_read,fpp,read,2381d0da309813dd539e35801ec5c1b9
